TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors,12086.49304579822
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12321.730803444465
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,11747.006335708867
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11444.74463734013
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11499.916231471465
TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors,12503.616482187128
TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,12237.645901096432
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11081.494662264302
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11094.756355183657
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12347.818093326074
TOYOTA Corolla 1.6 Terra LB 4/5-Doors,11104.630504931165
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12042.704861961918
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11596.944336377028
TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,12002.303873743784
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL AUT4 4/5-Doors,12481.222678327396
TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,11917.817372686994
TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11969.879909382948
TOYOTA Corolla 2.0 D4D HATCHB TERRA 2/3-Doors,13362.769484313956
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12320.122609428252
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12674.527618343303
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,12467.659295313593
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12687.142367067958
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,12332.169354778993
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11404.105122331479
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11409.208137634829
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12472.226823784076
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12516.453073047394
TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12108.214417301822
TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11968.122306270676
TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,12129.579917327306
TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12746.410728996581
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12921.918602320418
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,11788.954233290533
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13022.641540999126
TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,12435.3104848646
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,12269.449874516362
TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,12359.601730238037
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12707.776462109197
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11373.969272698005
TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12188.158210561987
TOYOTA Corolla 1.6 VVTi Linea terra 4/5-Doors,12681.019259074392
TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12385.987067214955
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11476.13185687976
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12304.197564501801
TOYOTA Corolla 1.6I LIFTBACK 4/5-Doors,12808.110246085202
TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12943.365475605106
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12378.325294715336
TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,16094.644328430531
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13458.302737575568
TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12575.375930171356
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,12582.184302433016
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,13628.743454094087
TOYOTA Corolla 1.4 LB LINEA TERRA 4/5-Doors,13332.971302286887
TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,13140.78867441044
TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors,9246.000959462848
TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,10044.000540442312
TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,9341.329501884866
TOYOTA Corolla 2.0 D4D HATCHB TERRA 2/3-Doors,10422.72098665605
TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10366.863632335071
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9813.41624603861
TOYOTA Corolla 2.0D 4/5-Doors,10255.746631846538
TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10165.52440132365
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10826.789545679703
TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10730.774155327274
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10586.499287326551
TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,10990.40856276482
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9629.190904317671
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9756.754368776828
TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,10989.93438981938
TOYOTA Corolla LIFTBACK 1.4 VVT-i LINEA TERRA 4/5-Doors,10220.739818371396
TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,10146.67327641579
TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9987.587838522917
TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11110.514558151473
TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10842.213421497416
TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,10613.337856956035
TOYOTA Corolla 1.4 VVT-i Linea Sol HB 2/3-Doors,10418.54032489666
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10658.84939768511
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9996.682380214686
TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9749.83490763067
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10957.96499841562
TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors,10317.200500450568
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10965.976171585366
TOYOTA Corolla 1.6 4/5-Doors,10069.897122771805
TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10282.227472175804
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10631.488952132957
TOYOTA Corolla 1.9 D Linea Terra 2/3-Doors,10337.382906615296
TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10646.331702179385
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10148.836216929101
TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11169.768863743626
TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,10790.119236738263
TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10878.866702005687
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10196.556902320099
TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10714.298835042091
TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,10803.954062740557
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10846.62706490358
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,11315.831359966587
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9943.996287876611
TOYOTA Corolla 1.6 VVTI Linea Sol Sedan 4/5-Doors,11247.627924271068
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10684.920453304283
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10325.191083338486
TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,10802.625058331649
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10393.663615090181
TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,11027.075994150982
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10497.91157251103
TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,11555.989503981911
TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,10531.154031292896
TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11238.68676947911
TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,11082.528277819389
TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11448.66982889946
TOYOTA Corolla 1.6 Hatchback 2/3-Doors,11049.692577045982
TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11584.513583465641
TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10920.252050902205
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10601.277910420786
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10632.089031479418
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11054.380854247665
TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11476.462886999787
TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12017.561572102957
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,11431.173538850373
TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12081.461538211372
TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,11968.168194987817
TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11165.292247594678
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11509.020133346201
TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11635.00532671715
TOYOTA Corolla 2.0 d HB Diesel 2/3-Doors,14749.507155112791
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7370.798087248838
TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8636.531779522313
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7801.3431749710635
TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8680.214239211322
TOYOTA Corolla 1.6 16V G6 2/3-Doors,8691.999695381752
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8347.501804975054
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8351.150926609635
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8454.621299723185
TOYOTA Corolla 2.0D XL Sedan 4/5-Doors,8855.287753005992
TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8731.981149340563
TOYOTA Corolla 1.6 VVT-i Linea Terra Comfort 4/5-Doors,8607.731642028288
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9314.13687669334
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,9041.079700190538
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8994.554391994283
TOYOTA Corolla 1.6 G6-R 2/3-Doors,9022.069369787303
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9493.638646919586
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9137.793303749566
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8759.185058194691
TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8939.248001955073
TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8880.733825817444
TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,8923.468820058995
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9206.386229527423
TOYOTA Corolla 2.0 LB LINEA TERRA D 4/5-Doors,9530.328293652521
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9159.421234125046
TOYOTA Corolla 1.3 Linea Terra sedan Comf. 4/5-Doors,8286.92768559814
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8753.20215514976
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8667.706303153842
TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,9265.762667378407
TOYOTA Corolla 1.6-16v Linea Terra 2/3-Doors,8679.942853554663
TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9804.372645729843
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9525.736383792471
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9170.10452430836
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8898.720817527419
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9437.861420270547
TOYOTA Corolla 1.6 Linea Luna Wagon Stationwagen,9458.972290073685
TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,9216.958164603435
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8866.49415473358
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9232.422522194303
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8955.849493735563
TOYOTA Corolla 1.6 Terra HB 2/3-Doors,9262.73076786448
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9447.81874434014
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8649.28862900861
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8660.253400507674
TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,9313.63007717563
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9432.97944033871
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8765.565589839442
TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8623.61243102054
TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,10087.143788455065
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9610.631529612163
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9151.848735123473
TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,9015.137831901282
TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9159.546085599619
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8819.11572481967
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9034.672722856041
TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,9600.110564939709
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9581.777645727901
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9653.73676608318
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10027.88665561673
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9777.349560663903
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9894.118372586147
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9646.215204158725
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8721.01202571374
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9563.226625422898
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8999.440402605589
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9248.843181236258
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9647.428496852808
TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,9583.638644859493
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8994.374263758087
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,8854.091515183001
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9538.959725603705
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9144.631491905351
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,9025.040334592157
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9640.697775826995
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,9174.657511434863
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9230.977245942688
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9446.586761344672
TOYOTA Corolla LIFTBACK 1.6 Linea Sol 4/5-Doors,9458.9848951985
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9587.405979003477
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9489.282455057004
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,8954.433325569415
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9098.267505193131
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8881.07707493286
TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,9392.196931059454
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10165.670222425728
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8974.351239589905
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9517.775147379474
TOYOTA Corolla 1.6 VVTi Linea Luna Lift 4/5-Doors,9829.472824311162
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8911.876554646438
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9552.94924187081
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9375.135762063224
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8825.51188566069
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8693.706561301571
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,9218.92692862487
TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9374.312775608583
TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,9668.693638688874
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9104.666807715788
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10273.301343587229
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9909.389644431856
TOYOTA Corolla 2/3-Doors,10045.99995269289
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9466.552369632329
TOYOTA Corolla 1.6 Linea Luna Aut. 4/5-Doors,9409.865482477066
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9826.371492070843
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10316.27600293326
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9692.408647232525
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9959.417365085408
TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9477.989883006261
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9820.345106404553
TOYOTA Corolla 1.6 GTSi HB 2/3-Doors,9137.577050551852
TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9676.594026263034
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9536.371033493277
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10064.795821517562
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9965.935446775276
TOYOTA Corolla 1.6 Lin.Terra Aut. 4/5-Doors,9917.778847394133
TOYOTA Corolla 1.6 SD TERRA 4/5-Doors,9349.997673217327
TOYOTA Corolla 1.6 LB Linea Terra 4/5-Doors,9653.190034187459
TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10172.47103368379
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10277.610394938078
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10196.047959676916
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10198.392391864192
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,9354.92449942317
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10306.16542451466
TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,9254.931918741953
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9663.862193031351
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10222.531079099192
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,9972.777019706275
TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,7077.586263074135
TOYOTA Corolla 2.0D LINEA TERRA+airco 2/3-Doors,7257.762194747702
TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6914.208249551946
